Setting logging level to INFO
2026-04-14 09:20:02.650-0500 | main | INFO  | Besu | Starting Besu
2026-04-14 09:20:02.878-0500 | main | INFO  | Besu | RPC HTTP JSON-RPC config: JsonRpcConfiguration{enabled=true, port=8055, host=0.0.0.0, corsAllowedDomains=[*], hostsAllowlist=[*], rpcApis=[ETH, NET, WEB3, TXPOOL, TRACE], authenticationEnabled=false, authenticationCredentialsFile=null, authenticationPublicKeyFile=null, tlsConfiguration=Optional.empty, httpTimeoutSec=30, maxActiveConnections=80, maxBatchSize=1024}
2026-04-14 09:20:02.880-0500 | main | WARN  | Besu | Forcing --bonsai-limit-trie-logs-enabled=false, since it cannot be enabled with --sync-mode=FULL and --data-storage-format=BONSAI.
2026-04-14 09:20:02.881-0500 | main | INFO  | Besu | Connecting to 0 static nodes.
2026-04-14 09:20:02.888-0500 | main | WARN  | Besu | Forcing price bump for transaction replacement to 0, since min-gas-price is set to 0
2026-04-14 09:20:02.889-0500 | main | WARN  | Besu | Forcing tx-pool-min-gas-price=0, since it cannot be greater than the value of min-gas-price
2026-04-14 09:20:02.896-0500 | main | INFO  | Besu | jemalloc library not found, memory usage may be reduced by installing it
2026-04-14 09:20:02.950-0500 | main | INFO  | Besu | 
####################################################################################################
#                                                                                                  #
# Besu version 25.11.0                                                                             #
#                                                                                                  #
# Configuration:                                                                                   #
# Network: Custom genesis file                                                                     #
# /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/../../genesis.json                             #
# Network Id: 12345                                                                                #
# Profile: ENTERPRISE                                                                              #
# Data storage: Bonsai                                                                             #
# Sync mode: Full                                                                                  #
# Sync min peers: 5                                                                                #
# RPC HTTP APIs: ETH,NET,WEB3,TXPOOL,TRACE                                                         #
# RPC HTTP port: 8055                                                                              #
# Using LAYERED transaction pool implementation                                                    #
# Using STACKED worldstate update mode                                                             #
# Opcode optimizations enabled                                                                     #
# Parallel transaction processing enabled                                                          #
# Target Gas Limit: 60M                                                                            #
#                                                                                                  #
# Host:                                                                                            #
# Java: openjdk-java-21                                                                            #
# Maximum heap size: 3.88 GB                                                                       #
# OS: linux-x86_64                                                                                 #
# glibc: 2.39                                                                                      #
# Total memory: 15.49 GB                                                                           #
# CPU cores: 24                                                                                    #
#                                                                                                  #
# Plugin Registration Summary:                                                                     #
# No plugins have been registered.                                                                 #
# TOTAL = 0 of 0 plugins successfully registered.                                                  #
#                                                                                                  #
####################################################################################################
2026-04-14 09:20:02.951-0500 | main | INFO  | Besu | Security Module: localfile
2026-04-14 09:20:02.951-0500 | main | INFO  | VersionMetadata | Lookup version metadata file in data directory: /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data
2026-04-14 09:20:02.976-0500 | main | INFO  | VersionMetadata | Existing version data detected. Besu version 25.11.0
2026-04-14 09:20:03.001-0500 | main | INFO  | Besu | Using the native implementation of alt bn128
2026-04-14 09:20:03.002-0500 | main | INFO  | Besu | Using the Java implementation of modexp
2026-04-14 09:20:03.003-0500 | main | INFO  | Besu | Using the native implementation of the signature algorithm
2026-04-14 09:20:03.004-0500 | main | INFO  | Besu | Using the native implementation of the blake2bf algorithm
2026-04-14 09:20:03.088-0500 | main | INFO  | Besu | Using the native BoringSSL implementation of p256verify
2026-04-14 09:20:03.129-0500 | main | WARN  | Besu | Forcing price bump for transaction replacement to 0, since min-gas-price is set to 0
2026-04-14 09:20:03.129-0500 | main | WARN  | Besu | Forcing tx-pool-min-gas-price=0, since it cannot be greater than the value of min-gas-price
2026-04-14 09:20:03.130-0500 | main | INFO  | KeyPairUtil | Attempting to load public key from /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data/key
2026-04-14 09:20:03.144-0500 | main | INFO  | KeyPairUtil | Loaded public key 0x4f12073342d9f870da63de00eee2dbd9b123cfd84f496c8813e32ff9ccf16938e4e2015bdc45433ab6e63bd33111dc049a0a20bcc0531cf139ebc79efddbca39 from /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data/key
2026-04-14 09:20:03.204-0500 | main | INFO  | ProtocolScheduleBuilder | Protocol schedule created with milestones: [Berlin:0]
2026-04-14 09:20:03.205-0500 | main | INFO  | DatabaseMetadata | Lookup database metadata file in data directory: /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data
2026-04-14 09:20:03.219-0500 | main | INFO  | RocksDBKeyValueStorageFactory | Existing database at /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data. Metadata versionedStorageFormat=BaseVersionedStorageFormat{format=BONSAI, version=3}. Processing WAL...
2026-04-14 09:20:04.644-0500 | main | INFO  | FlatDbStrategyProvider | Flat db mode found FULL
2026-04-14 09:20:04.647-0500 | main | INFO  | FlatDbStrategyProvider | DB mode with code stored using code hash enabled = true
2026-04-14 09:20:04.656-0500 | main | INFO  | FlatDbStrategyProvider | Flat db mode found FULL
2026-04-14 09:20:04.657-0500 | main | INFO  | FlatDbStrategyProvider | DB mode with code stored using code hash enabled = true
2026-04-14 09:20:04.713-0500 | main | INFO  | TransactionPoolFactory | Enabling transaction pool
2026-04-14 09:20:04.727-0500 | main | INFO  | BesuControllerBuilder | QBFT is configured, creating initial sync for BFT
2026-04-14 09:20:04.727-0500 | main | INFO  | BFTPivotSelectorFromPeers | Creating pivot block selector for BFT node
2026-04-14 09:20:04.750-0500 | main | INFO  | RunnerBuilder | Resolved 1 bootnodes.
2026-04-14 09:20:04.755-0500 | main | INFO  | RunnerBuilder | Detecting NAT service.
2026-04-14 09:20:04.916-0500 | main | INFO  | Runner | Starting external services ... 
2026-04-14 09:20:04.916-0500 | main | INFO  | MetricsHttpService | Starting metrics http service on 0.0.0.0:9548
2026-04-14 09:20:04.929-0500 | main | INFO  | JsonRpcHttpService | Starting JSON-RPC service on 0.0.0.0:8055
2026-04-14 09:20:05.002-0500 | vert.x-eventloop-thread-1 | INFO  | JsonRpcHttpService | JSON-RPC service started and listening on 0.0.0.0:8055
2026-04-14 09:20:05.003-0500 | main | INFO  | WebSocketService | Starting Websocket service on 0.0.0.0:8056
2026-04-14 09:20:05.004-0500 | vert.x-eventloop-thread-1 | INFO  | WebSocketService | Websocket service started and listening on 0.0.0.0:8056
2026-04-14 09:20:05.005-0500 | main | INFO  | AutoTransactionLogBloomCachingService | Starting auto transaction log bloom caching service.
2026-04-14 09:20:05.005-0500 | main | INFO  | LogBloomCacheMetadata | Lookup cache metadata file in data directory: /home/unified/server-UGO-besu/Nodes/Node-FCI-RPC1/data/caches
2026-04-14 09:20:05.011-0500 | main | INFO  | Runner | Starting Ethereum main loop ... 
2026-04-14 09:20:05.011-0500 | main | INFO  | NatService | No NAT environment detected so no service could be started
2026-04-14 09:20:05.011-0500 | main | INFO  | NetworkRunner | Starting Network.
2026-04-14 09:20:05.018-0500 | nioEventLoopGroup-2-1 | INFO  | RlpxAgent | P2P RLPx agent started and listening on /[0:0:0:0:0:0:0:0]:30306.
2026-04-14 09:20:05.018-0500 | main | INFO  | PeerDiscoveryAgent | Starting peer discovery agent on host=0.0.0.0, port=30306. IPv6 available.
2026-04-14 09:20:05.026-0500 | vert.x-eventloop-thread-1 | INFO  | VertxPeerDiscoveryAgent | Started peer discovery agent successfully, on effective host=0:0:0:0:0:0:0:0 and port=30306
2026-04-14 09:20:05.027-0500 | vert.x-eventloop-thread-1 | INFO  | PeerDiscoveryAgent | P2P peer discovery agent started and listening on /[0:0:0:0:0:0:0:0]:30306
2026-04-14 09:20:05.047-0500 | vert.x-eventloop-thread-1 | INFO  | PeerDiscoveryAgent | Writing node record to disk. NodeRecord{seq=2, publicKey=0x034f12073342d9f870da63de00eee2dbd9b123cfd84f496c8813e32ff9ccf16938, udpAddress=Optional[/0.0.0.0:30306], tcpAddress=Optional[/0.0.0.0:30306], udp6Address=Optional.empty, tcp6Address=Optional.empty, asBase64=-Je4QKyLGR48MN2fSYQLDUP1idjtmM5PkYk0v5rC-rRSv736c81OOBd-F4yqBdxVoVMCESWnGSgapc4LyDeHe2LP18ECg2V0aMfGhHgXe9aAgmlkgnY0gmlwhAAAAACJc2VjcDI1NmsxoQNPEgczQtn4cNpj3gDu4tvZsSPP2E9JbIgT4y_5zPFpOIN0Y3CCdmKDdWRwgnZi, nodeId=0x57db629140cf477ccb16e62f207ead5da47712ee7227303b607338c728bf16c9, customFields={tcp=30306, udp=30306, eth=[[0x78177bd6, 0x]], id=V4, ip=0x00000000, secp256k1=0x034f12073342d9f870da63de00eee2dbd9b123cfd84f496c8813e32ff9ccf16938}}
2026-04-14 09:20:05.059-0500 | main | INFO  | DefaultP2PNetwork | Enode URL enode://4f12073342d9f870da63de00eee2dbd9b123cfd84f496c8813e32ff9ccf16938e4e2015bdc45433ab6e63bd33111dc049a0a20bcc0531cf139ebc79efddbca39@0.0.0.0:30306
